?? [s],A 1.dY [mm],B 1.dY [mm],C 1.dY [mm]
667.000013,6.141140,6.266174,6.129423
668.000013,6.148068,6.273690,6.136593
669.000013,6.157730,6.283853,6.146197
670.000013,6.168338,6.295238,6.156853
671.000013,6.179429,6.307263,6.167937
672.000013,6.188879,6.317822,6.177796
673.000013,6.197505,6.327388,6.186601
674.000013,6.204811,6.335233,6.193786
675.000013,6.211221,6.342297,6.200168
676.000013,6.218368,6.349978,6.207373
677.000013,6.224621,6.357094,6.214001
678.000013,6.232287,6.365305,6.221851
679.000013,6.239850,6.373715,6.229551
680.000013,6.249018,6.383741,6.238550
681.000013,6.259504,6.395341,6.249121
682.000013,6.271678,6.408575,6.261422
683.000013,6.283512,6.421624,6.273458
684.000013,6.294558,6.433862,6.284628
685.000013,6.303884,6.444459,6.294330
686.000013,6.312909,6.454331,6.303580
687.000013,6.319902,6.462172,6.310572
688.000013,6.325518,6.468517,6.316096
689.000013,6.330151,6.473962,6.320758
690.000013,6.334101,6.478472,6.324781
691.000013,6.338411,6.483311,6.329030
692.000013,6.346255,6.491776,6.337085
693.000013,6.355347,6.501836,6.346321
694.000013,6.366814,6.514233,6.357845
695.000013,6.376492,6.524952,6.367568
696.000013,6.384034,6.533402,6.375377
697.000013,6.391136,6.541584,6.382786
698.000013,6.397725,6.549081,6.389371
699.000013,6.406150,6.558361,6.397638
700.000013,6.414113,6.567096,6.405459
701.000013,6.421047,6.574943,6.412600
702.000013,6.428620,6.583682,6.420495
703.000013,6.435630,6.591683,6.427814
704.000013,6.444840,6.601940,6.437117
705.000013,6.454593,6.612742,6.446958
706.000013,6.465646,6.625363,6.458174
707.000013,6.476659,6.637896,6.469424
708.000013,6.487867,6.650557,6.480631
709.000013,6.496849,6.660618,6.489582
710.000013,6.502940,6.667744,6.495650
710.500025,6.507576,6.673376,6.500592
711.000025,6.511478,6.678147,6.504909
711.500025,6.515321,6.682606,6.508990
712.000025,6.518141,6.685927,6.511987
712.500025,6.520253,6.688375,6.514034
713.000025,6.521906,6.690427,6.515580
713.500025,6.524046,6.692844,6.517660
714.000025,6.527175,6.696189,6.520809
714.500025,6.530068,6.699340,6.523790
715.000025,6.531633,6.701101,6.525244
715.500025,6.532679,6.702515,6.526183
716.000025,6.534304,6.704426,6.527722
716.500025,6.538314,6.708941,6.531821
717.000025,6.543488,6.714771,6.537217
717.500025,6.549139,6.721293,6.543196
718.000025,6.554420,6.727383,6.548768
718.500025,6.559455,6.733050,6.554022
719.000025,6.564337,6.738798,6.558915
719.500025,6.569909,6.745139,6.564311
720.000025,6.576902,6.753110,6.571050
720.500025,6.584630,6.761903,6.578953
721.000025,6.591709,6.770218,6.586247
721.500025,6.597570,6.777229,6.592374
722.000025,6.603038,6.783609,6.597846
722.500025,6.607913,6.789330,6.602673
723.000025,6.612351,6.794852,6.607228
723.500025,6.615633,6.798995,6.610548
724.000025,6.618866,6.803091,6.613871
724.500025,6.622231,6.807054,6.617342
725.000025,6.626439,6.811862,6.621645
725.500025,6.629977,6.815885,6.625354
726.000025,6.632571,6.819014,6.627948
726.500025,6.634197,6.821301,6.629839
727.000025,6.636473,6.824112,6.632210
727.500025,6.639178,6.827388,6.635055
728.000025,6.641939,6.830655,6.637766
728.500025,6.643988,6.833191,6.639681
729.000025,6.645247,6.834928,6.640921
729.500025,6.646298,6.836272,6.641978
730.000025,6.647941,6.838452,6.643804
730.500025,6.650368,6.841445,6.646368
731.000025,6.652957,6.844570,6.649039
731.500025,6.655384,6.847376,6.651494
732.000025,6.658854,6.851156,6.654749
732.500025,6.663069,6.856000,6.659001
733.000025,6.668217,6.862016,6.664338
733.500025,6.674076,6.868957,6.670505
734.000025,6.680595,6.876589,6.677015
734.500025,6.687093,6.884351,6.683594
735.000025,6.693209,6.891673,6.689744
735.500025,6.700016,6.899612,6.696717
736.000025,6.707216,6.908076,6.704054
736.500025,6.713928,6.916112,6.710847
737.000025,6.719561,6.923188,6.716555
737.500025,6.724053,6.929013,6.721173
738.000025,6.728884,6.935187,6.726149
738.500025,6.733825,6.941390,6.731259
739.000025,6.738357,6.946897,6.735782
739.500025,6.741398,6.950874,6.738905
740.000025,6.743846,6.954381,6.741443
740.500025,6.746890,6.958419,6.744612
741.000025,6.750509,6.962989,6.748432
741.500025,6.753997,6.967274,6.752067
742.000025,6.756426,6.970503,6.754544
742.500025,6.757826,6.972560,6.756034
743.000025,6.758275,6.973560,6.756516
743.500025,6.759307,6.975097,6.757677
744.000025,6.761219,6.977501,6.759640
744.500025,6.764201,6.980898,6.762664
745.000025,6.766868,6.984041,6.765251
745.500025,6.769001,6.986717,6.767465
746.000025,6.770943,6.989406,6.769430
746.500025,6.773903,6.993212,6.772460
747.000025,6.778632,6.998980,6.777108
747.500025,6.784633,7.006009,6.783169
748.000025,6.790962,7.013483,6.789682
748.500025,6.796930,7.020692,6.795831
749.000025,6.802748,7.028119,6.801954
749.500025,6.808962,7.035975,6.808361
750.000025,6.815244,7.043975,6.814751
750.500025,6.821114,7.051158,6.820435
751.000025,6.825434,7.056923,6.824771
751.500025,6.828884,7.061674,6.828247
752.000025,6.832663,7.066957,6.832368
752.500025,6.837522,7.073346,6.837251
753.000025,6.841943,7.079217,6.841659
753.500025,6.845228,7.083963,6.844878
754.000025,6.847467,7.087316,6.847196
754.500025,6.849740,7.090684,6.849723
755.000025,6.852399,7.094137,6.852266
755.500025,6.854873,7.097624,6.854839
756.000025,6.857346,7.100811,6.857186
756.500025,6.859609,7.103687,6.859619
757.000025,6.862148,7.106740,6.862104
757.500025,6.864509,7.109845,6.864541
758.000025,6.866317,7.112798,6.866463
758.500025,6.868488,7.115978,6.868661
759.000025,6.870493,7.119147,6.870822
759.500025,6.873129,7.122749,6.873628
760.000025,6.875836,7.126480,6.876574
760.500025,6.879075,7.130525,6.879931
761.000025,6.882384,7.134680,6.883221
761.500025,6.886306,7.139497,6.887122
762.000025,6.891601,7.145802,6.892284
762.500025,6.897222,7.152794,6.897827
763.000025,6.903215,7.160417,6.903786
763.500025,6.908882,7.167994,6.909518
764.000025,6.915058,7.176079,6.915954
764.500025,6.921106,7.184106,6.922153
765.000025,6.926981,7.192012,6.928206
765.500025,6.932022,7.199318,6.933116
766.000025,6.936369,7.205903,6.937410
766.500025,6.940074,7.211741,6.941164
767.000025,6.943891,7.217378,6.945102
767.500025,6.947924,7.223111,6.949301
768.000025,6.951982,7.228850,6.953477
768.500025,6.955756,7.234201,6.957378
769.000025,6.958396,7.238451,6.960185
769.500025,6.960207,7.241602,6.962014
770.000025,6.961993,7.244767,6.963879
770.500025,6.964643,7.248644,6.966479
771.000025,6.967639,7.252704,6.969425
771.500025,6.970103,7.256139,6.971909
772.000025,6.971911,7.258824,6.973825
772.500025,6.973821,7.261737,6.975810
773.000025,6.976139,7.264978,6.978191
773.500025,6.978699,7.268398,6.980616
774.000025,6.981069,7.271653,6.983022
774.500025,6.983178,7.274643,6.985007
775.000025,6.985631,7.278237,6.987698
775.500025,6.988531,7.282432,6.990791
776.000025,6.992009,7.286964,6.994416
776.500025,6.996197,7.292427,6.998635
777.000025,7.001152,7.298730,7.003444
777.500025,7.006552,7.306030,7.008970
778.000025,7.011825,7.313333,7.014196
778.500025,7.017094,7.320900,7.019523
779.000025,7.022861,7.329101,7.025079
779.500025,7.028404,7.337248,7.030823
780.000025,7.033812,7.345341,7.036624
780.500025,7.038293,7.352523,7.041549
781.000025,7.042120,7.358964,7.045588
781.500025,7.045361,7.364728,7.048860
782.000025,7.048407,7.370178,7.051982
782.500025,7.052211,7.376062,7.055747
783.000025,7.056101,7.381981,7.059618
783.500025,7.059206,7.386934,7.062664
784.000025,7.061596,7.391021,7.065033
784.500025,7.063279,7.394200,7.066671
785.000025,7.065388,7.397823,7.068896
785.500025,7.067699,7.401550,7.071253
786.000025,7.069612,7.405081,7.073371
786.500025,7.071548,7.408398,7.075386
787.000025,7.073402,7.411651,7.077366
787.500025,7.075222,7.414496,7.079207
788.000025,7.076346,7.416774,7.080375
788.500025,7.077569,7.419183,7.081659
789.000025,7.080180,7.422980,7.084432
789.500025,7.083190,7.427154,7.087491
790.000025,7.085496,7.430452,7.089795
790.500025,7.086958,7.433090,7.091147
791.000025,7.089761,7.437179,7.093875
791.500025,7.093706,7.442873,7.097999
792.000025,7.099756,7.450761,7.104130
792.500025,7.105622,7.458659,7.110294
793.000025,7.110814,7.465901,7.115415
793.500025,7.114643,7.472185,7.119411
794.000025,7.119143,7.479665,7.123917
794.500025,7.124497,7.488376,7.129332
795.000025,7.129915,7.497218,7.134624
795.500025,7.134671,7.505334,7.139499
796.000025,7.138468,7.512407,7.143433
796.500025,7.141589,7.518681,7.146800
797.000025,7.144079,7.524204,7.149365
797.500025,7.146535,7.529665,7.152064
798.000025,7.149702,7.535691,7.155478
798.500025,7.153259,7.541723,7.159231
799.000025,7.156255,7.547059,7.162415
799.500025,7.158387,7.551334,7.164681
800.000025,7.159826,7.554883,7.166263
800.500025,7.161664,7.558604,7.168200
801.000025,7.163411,7.562052,7.169902
801.500025,7.165137,7.565359,7.171553
802.000025,7.166591,7.568182,7.172941
802.500025,7.168435,7.571817,7.175131
803.000025,7.171049,7.575988,7.177842
803.500025,7.173227,7.579855,7.180245
804.000025,7.174850,7.582781,7.181890
804.500025,7.176149,7.585570,7.183282
805.000025,7.178680,7.589717,7.185836
805.500025,7.182092,7.594903,7.189276
806.000025,7.185782,7.600368,7.193064
806.500025,7.189172,7.605867,7.196885
807.000025,7.192914,7.612158,7.200845
807.500025,7.196927,7.619166,7.205063
808.000025,7.201712,7.627339,7.209851
808.500025,7.206729,7.635809,7.214694
809.000025,7.211427,7.644513,7.219364
809.500025,7.215177,7.652693,7.223125
810.000025,7.218337,7.660499,7.226402
810.500025,7.222120,7.669097,7.230605
811.000025,7.225761,7.677232,7.234596
811.500025,7.229463,7.685415,7.238844
812.000025,7.231767,7.692077,7.241581
812.500025,7.234274,7.698473,7.244348
813.000025,7.236076,7.704004,7.246437
813.500025,7.237914,7.709365,7.248550
814.000025,7.239346,7.714232,7.250398
814.500025,7.241076,7.719170,7.252526
815.000025,7.242730,7.723516,7.254318
815.500025,7.243911,7.727458,7.255803
816.000025,7.244177,7.730332,7.256519
816.500025,7.244545,7.733207,7.257316
817.000025,7.245737,7.736604,7.258638
817.500025,7.247515,7.740439,7.260525
818.000025,7.249377,7.744447,7.262481
818.500025,7.251433,7.748502,7.264684
819.000025,7.253108,7.752512,7.266598
819.500025,7.254523,7.756169,7.268314
820.000025,7.255589,7.759789,7.269627
820.500025,7.257324,7.764468,7.271764
821.000025,7.260133,7.770763,7.275083
821.500025,7.263431,7.778058,7.279174
822.000025,7.266291,7.785235,7.282642
822.500025,7.268077,7.792363,7.285387
823.000025,7.269699,7.800669,7.288158
823.500025,7.271027,7.810445,7.291193
824.000025,7.272054,7.821713,7.294396
824.500025,7.271305,7.833794,7.296915
825.000025,7.267765,7.847804,7.298666
825.500025,7.265554,9.519302,7.299434
826.000025,,11.238780,
826.500025,,12.966012,1.281924
827.000025,,13.044156,1.270579
827.500025,,13.077896,1.254600
828.000025,,13.107932,1.252307
828.500025,,13.131042,1.260636
829.000025,,13.148813,1.269590
829.500025,,13.158422,1.271815
830.000025,,13.157410,1.266082
830.500025,,13.156290,1.262814
