?? [s],A 1.dY [mm],B 1.dY [mm],C 1.dY [mm]
578.000014,5.557134,5.671563,5.559446
579.000014,5.571150,5.686625,5.573541
580.000014,5.583844,5.700252,5.586181
581.000014,5.594227,5.711574,5.596704
582.000014,5.603398,5.721487,5.605640
583.000014,5.610852,5.729454,5.612874
584.000014,5.616982,5.735930,5.618683
585.000014,5.621295,5.740629,5.622956
586.000014,5.625345,5.745187,5.627037
587.000014,5.629834,5.750407,5.631792
588.000014,5.634403,5.755548,5.636520
589.000014,5.640363,5.761977,5.642371
590.000014,5.646517,5.768477,5.648321
590.500026,5.652723,5.774890,5.654232
591.000026,5.657733,5.780264,5.659161
591.500026,5.662675,5.785747,5.664206
592.000026,5.668345,5.792211,5.670180
592.500026,5.674943,5.799470,5.676937
593.000026,5.682032,5.807179,5.683938
593.500026,5.689255,5.814808,5.690905
594.000026,5.695839,5.821918,5.697294
594.500026,5.702008,5.828659,5.703493
595.000026,5.707779,5.835124,5.709282
595.500026,5.713052,5.841109,5.714714
596.000026,5.717852,5.846476,5.719612
596.500026,5.722106,5.851303,5.723903
597.000026,5.726460,5.855960,5.728096
597.500026,5.730845,5.860647,5.732205
598.000026,5.734308,5.864178,5.735429
598.500026,5.737554,5.867701,5.738656
599.000026,5.740653,5.871043,5.741698
599.500026,5.743921,5.874716,5.745049
600.000026,5.746222,5.877279,5.747296
600.500026,5.747488,5.878846,5.748546
601.000026,5.748480,5.880166,5.749559
601.500026,5.750419,5.882494,5.751629
602.000026,5.753033,5.885504,5.754506
602.500026,5.756257,5.889044,5.757896
603.000026,5.759831,5.893035,5.761577
603.500026,5.763880,5.897430,5.765569
604.000026,5.768625,5.902713,5.770257
604.500026,5.774074,5.908547,5.775570
605.000026,5.780657,5.915550,5.782071
605.500026,5.786923,5.922359,5.788446
606.000026,5.792409,5.928604,5.794128
606.500026,5.797185,5.934087,5.799017
607.000026,5.802159,5.939703,5.803986
607.500026,5.807596,5.945580,5.809297
608.000026,5.812752,5.951256,5.814389
608.500026,5.816903,5.955565,5.818287
609.000026,5.819835,5.958833,5.821127
609.500026,5.821901,5.961279,5.823239
610.000026,5.824530,5.964465,5.825891
610.500026,5.827921,5.968180,5.829271
611.000026,5.831820,5.972467,5.833264
611.500026,5.834956,5.976149,5.836629
612.000026,5.837384,5.979261,5.839226
612.500026,5.839921,5.982255,5.841730
613.000026,5.843020,5.985630,5.844815
613.500026,5.846921,5.989768,5.848639
614.000026,5.851100,5.994246,5.852669
614.500026,5.855521,5.999048,5.856967
615.000026,5.860243,6.004162,5.861541
615.500026,5.865021,6.009672,5.866331
616.000026,5.870656,6.015995,5.871997
616.500026,5.876411,6.022522,5.877859
617.000026,5.882977,6.029731,5.884487
617.500026,5.888908,6.036261,5.890364
618.000026,5.893722,6.041625,5.895182
618.500026,5.896846,6.045249,5.898231
619.000026,5.899982,6.049042,5.901347
619.500026,5.903948,6.053620,5.905243
620.000026,5.908372,6.058599,5.909716
620.500026,5.911903,6.062678,5.913428
621.000026,5.913915,6.065224,5.915578
621.500026,5.915321,6.066873,5.916830
622.000026,5.916292,6.068055,5.917662
622.500026,5.918514,6.070606,5.919884
623.000026,5.921385,6.073984,5.922925
623.500026,5.924700,6.077736,5.926264
624.000026,5.927339,6.080733,5.928828
624.500026,5.930816,6.084715,5.932265
625.000026,5.935952,6.090567,5.937377
625.500026,5.942546,6.097913,5.943919
626.000026,5.949226,6.105378,5.950560
626.500026,5.955322,6.112273,5.956740
627.000026,5.960970,6.118797,5.962460
627.500026,5.966365,6.125057,5.967933
628.000026,5.971968,6.131450,5.973433
628.500026,5.977612,6.137924,5.979018
629.000026,5.982617,6.143698,5.983969
629.500026,5.987178,6.148967,5.988490
630.000026,5.991376,6.153792,5.992685
630.500026,5.995510,6.158705,5.996982
631.000026,5.999484,6.163454,6.001107
631.500026,6.003136,6.167871,6.004894
632.000026,6.006308,6.171578,6.007931
632.500026,6.008853,6.174584,6.010307
633.000026,6.010881,6.177100,6.012177
633.500026,6.012834,6.179655,6.014091
634.000026,6.014500,6.181733,6.015719
634.500026,6.016249,6.183641,6.017342
635.000026,6.018172,6.185800,6.019230
635.500026,6.021271,6.189281,6.022394
636.000026,6.024436,6.192924,6.025602
636.500026,6.028077,6.197066,6.029228
637.000026,6.032095,6.201803,6.033268
637.500026,6.037400,6.207966,6.038633
638.000026,6.043893,6.215409,6.045311
638.500026,6.050745,6.223117,6.052073
639.000026,6.057235,6.230392,6.058434
639.500026,6.062938,6.236824,6.063920
640.000026,6.068258,6.242947,6.069317
640.500026,6.073822,6.249677,6.075181
641.000026,6.079395,6.256323,6.080870
641.500026,6.084031,6.262080,6.085520
642.000026,6.087931,6.266763,6.089338
642.500026,6.091055,6.270704,6.092365
643.000026,6.094557,6.274791,6.095639
643.500026,6.098144,6.279111,6.099112
644.000026,6.101852,6.283365,6.102724
644.500026,6.104603,6.286708,6.105519
645.000026,6.106627,6.289193,6.107425
645.500026,6.107957,6.291082,6.108715
646.000026,6.109520,6.293128,6.110239
646.500026,6.111954,6.295954,6.112659
647.000026,6.114792,6.299425,6.115600
647.500026,6.117911,6.303175,6.118722
648.000026,6.120260,6.306207,6.121064
648.500026,6.123266,6.309656,6.123968
649.000026,6.127645,6.314636,6.128328
649.500026,6.133821,6.321663,6.134372
650.000026,6.140911,6.329855,6.141358
650.500026,6.148188,6.338294,6.148445
651.000026,6.155210,6.346633,6.155499
651.500026,6.162177,6.354907,6.162457
652.000026,6.168426,6.362664,6.168816
652.500026,6.174232,6.369882,6.174540
653.000026,6.179435,6.376522,6.179604
653.500026,6.184720,6.383078,6.184759
654.000026,6.189975,6.389531,6.189875
654.500026,6.195072,6.395578,6.194740
655.000026,6.198917,6.400555,6.198578
655.500026,6.201831,6.404416,6.201317
656.000026,6.203967,6.407810,6.203645
656.500026,6.206787,6.411543,6.206349
657.000026,6.209719,6.415513,6.209448
657.500026,6.213033,6.419376,6.212422
658.000026,6.215510,6.422561,6.214705
658.500026,6.217391,6.425013,6.216405
659.000026,6.218783,6.427057,6.217813
659.500026,6.220379,6.429136,6.219347
660.000026,6.222150,6.431271,6.220972
660.500026,6.223386,6.432845,6.222064
661.000026,6.224245,6.434092,6.222834
661.500026,6.224800,6.435169,6.223421
662.000026,6.226368,6.437236,6.224972
662.500026,6.228411,6.439753,6.226983
663.000026,6.231066,6.442794,6.229395
663.500026,6.233884,6.446131,6.232243
664.000026,6.236942,6.449798,6.235230
664.500026,6.240760,6.454543,6.239300
665.000026,6.245703,6.460642,6.244287
665.500026,6.252281,6.468526,6.251002
666.000026,6.259901,6.477337,6.258567
666.500026,6.267509,6.486122,6.265986
667.000026,6.274502,6.494611,6.272808
667.500026,6.280990,6.502973,6.279054
668.000026,6.287083,6.511219,6.285176
668.500026,6.293620,6.519642,6.291587
669.000026,6.299847,6.527637,6.297769
669.500026,6.305329,6.534801,6.302944
670.000026,6.309441,6.540627,6.306840
670.500026,6.312842,6.545812,6.310080
671.000026,6.316241,6.550797,6.313457
671.500026,6.319205,6.555171,6.316340
672.000026,6.321915,6.558887,6.318801
672.500026,6.324370,6.562437,6.321191
673.000026,6.327579,6.566629,6.324345
673.500026,6.330863,6.571065,6.327698
674.000026,6.333944,6.574989,6.330482
674.500026,6.335453,6.577388,6.331839
675.000026,6.336224,6.578847,6.332343
675.500026,6.336768,6.580110,6.332790
676.000026,6.338421,6.582454,6.334293
676.500026,6.340948,6.585632,6.336761
677.000026,6.343701,6.589148,6.339480
677.500026,6.346172,6.592403,6.341903
678.000026,6.348302,6.595466,6.344008
678.500026,6.350996,6.599044,6.346641
679.000026,6.355727,6.604830,6.351298
679.500026,6.361363,6.611679,6.356920
680.000026,6.367162,6.618910,6.362760
680.500026,6.372210,6.625598,6.367936
681.000026,6.377716,6.632683,6.373235
681.500026,6.383773,6.640706,6.379242
682.000026,6.390005,6.648881,6.385277
682.500026,6.396129,6.657333,6.391288
683.000026,6.401194,6.664607,6.395966
683.500026,6.404461,6.670048,6.398947
684.000026,6.407026,6.674430,6.401206
684.500026,6.410435,6.679508,6.404506
685.000026,6.415104,6.685618,6.408880
685.500026,6.420077,6.692097,6.413712
686.000026,6.423631,6.697165,6.417005
686.500026,6.425750,6.700856,6.419015
687.000026,6.426763,6.703323,6.419815
687.500026,6.427873,6.705688,6.420795
688.000026,6.429575,6.708451,6.422197
688.500026,6.431725,6.711584,6.424200
689.000026,6.433759,6.714522,6.426116
689.500026,6.435829,6.717440,6.428017
690.000026,6.437460,6.720092,6.429566
690.500026,6.439449,6.723130,6.431519
691.000026,6.442559,6.727390,6.434679
691.500026,6.447228,6.733183,6.439367
692.000026,6.452734,6.740194,6.444615
692.500026,6.458022,6.747474,6.449856
693.000026,6.463127,6.754995,6.454832
693.500026,6.468603,6.762880,6.460301
694.000026,6.474017,6.770807,6.465508
694.500026,6.479303,6.778628,6.470386
695.000026,6.483860,6.785904,6.474483
695.500026,6.487969,6.792816,6.478149
696.000026,6.491478,6.798874,6.481211
696.500026,6.494779,6.804470,6.484200
697.000026,6.497737,6.809418,6.486926
697.500026,6.500499,6.814357,6.489705
698.000026,6.503303,6.819393,6.492490
698.500026,6.506199,6.824525,6.495331
699.000026,6.508462,6.828793,6.497501
699.500026,6.509814,6.831925,6.498753
700.000026,6.510644,6.834364,6.499400
700.500026,6.511659,6.836955,6.500460
701.000026,6.513083,6.839747,6.501727
701.500026,6.514988,6.842880,6.503520
702.000026,6.517340,6.846296,6.505537
702.500026,6.519984,6.850192,6.508008
703.000026,6.522674,6.854465,6.510624
703.500026,6.526101,6.859824,6.513940
704.000026,6.530649,6.866908,6.518521
704.500026,6.535748,6.874929,6.523665
705.000026,6.540657,6.883135,6.528661
705.500026,6.545395,6.891340,6.533504
706.000026,6.550396,6.900166,6.538575
706.500026,6.555421,6.909137,6.543481
707.000026,6.559709,6.917642,6.547574
707.500026,6.562697,6.924733,6.550407
708.000026,6.564896,6.931054,6.552563
708.500026,6.566992,6.936994,6.554503
709.000026,6.569716,6.943431,6.557052
709.500026,6.572423,6.949817,6.559708
710.000026,6.574865,6.955822,6.562157
710.500026,6.576140,6.960512,6.563462
711.000026,6.577502,6.964864,6.564736
711.500026,6.578720,6.968800,6.565930
712.000026,6.579962,6.972585,6.567261
712.500026,6.580104,6.975270,6.567643
713.000026,6.580044,6.977628,6.567932
713.500026,6.580826,6.980875,6.568953
714.000026,6.582484,6.985171,6.570991
714.500026,6.584651,6.990304,6.573406
715.000026,6.586644,6.996034,6.575931
715.500026,6.589005,7.003307,6.579045
716.000026,6.591199,7.012338,6.582528
716.500026,6.592683,7.023024,6.585580
717.000026,6.592534,7.034848,6.587359
717.500026,6.590125,7.048314,6.587656
718.000026,6.582137,7.065099,6.586169
718.500026,4.874541,8.410307,6.585251
719.000026,3.170160,9.772985,
719.500026,1.471543,11.145785,1.510371
720.000026,1.473218,11.198934,1.510809
720.500026,1.473635,11.237433,1.511585
721.000026,1.473682,11.263246,1.511836
721.500026,1.474365,11.280995,1.512372
722.000026,1.474606,11.294798,1.512436
722.500026,1.474711,11.307268,1.512371
723.000026,1.474192,11.317804,1.512020
723.500026,1.473429,11.326639,1.511350
724.000026,1.473196,11.334937,1.511287
724.500026,1.473341,11.343106,1.511172
725.000026,1.473666,11.350729,1.511510
725.500026,1.473996,11.357258,1.511889
726.000026,1.474004,11.362703,1.512030
726.500026,1.473910,11.365632,1.511814
727.000026,1.473746,11.366030,1.511410
727.500026,1.473537,11.365048,1.510960
