?? [s],A 1.dY [mm],B 1.dY [mm],C 1.dY [mm]
584.000015,5.776367,5.860583,5.751893
585.000015,5.785109,5.871283,5.761775
586.000015,5.792798,5.879881,5.769810
587.000015,5.799314,5.886263,5.775846
588.000015,5.804970,5.890968,5.780363
589.000015,5.810525,5.896410,5.785633
590.000015,5.813272,5.901178,5.789934
590.500026,5.816971,5.906127,5.794519
591.000026,5.820876,5.911024,5.799029
591.500026,5.826743,5.917085,5.804721
592.000026,5.834519,5.924527,5.811566
592.500026,5.843303,5.932630,5.819217
593.000026,5.851592,5.940463,5.826621
593.500026,5.857384,5.947584,5.833346
594.000026,5.861975,5.954249,5.839536
594.500026,5.867256,5.961140,5.845756
595.000026,5.872772,5.967513,5.851580
595.500026,5.878190,5.973281,5.856940
596.000026,5.883440,5.977992,5.861442
596.500026,5.888676,5.982546,5.865840
597.000026,5.893004,5.987091,5.870030
597.500026,5.896458,5.990850,5.873390
598.000026,5.900190,5.994518,5.876646
598.500026,5.902981,5.997802,5.879616
599.000026,5.905441,6.001034,5.882622
599.500026,5.905485,6.002103,5.883544
600.000026,5.907486,6.003948,5.885194
600.500026,5.908069,6.004766,5.885905
601.000026,5.909973,6.007502,5.888511
601.500026,5.912350,6.010052,5.890920
602.000026,5.915395,6.013581,5.894082
602.500026,5.918562,6.016976,5.897169
603.000026,5.920868,6.020694,5.900573
603.500026,5.924372,6.025630,5.905102
604.000026,5.933364,6.035067,5.913964
604.500026,5.944052,6.045198,5.923507
605.000026,5.953885,6.053355,5.931022
605.500026,5.957618,6.057548,5.934688
606.000026,5.961197,6.061454,5.938082
606.500026,5.966880,6.068341,5.944537
607.000026,5.974306,6.076439,5.952228
607.500026,5.980617,6.083612,5.959045
608.000026,5.986162,6.088338,5.963427
608.500026,5.989673,6.091452,5.966111
609.000026,5.992594,6.094479,5.968737
609.500026,5.994783,6.098638,5.972525
610.000026,5.998444,6.103097,5.976770
610.500026,6.001682,6.106643,5.980103
611.000026,6.004978,6.109534,5.982869
611.500026,6.005856,6.110760,5.983933
612.000026,6.006186,6.111419,5.984364
612.500026,6.006740,6.113094,5.985928
613.000026,6.010602,6.115665,5.988340
613.500026,6.014027,6.118473,5.991004
614.000026,6.015141,6.120330,5.992831
614.500026,6.016723,6.122156,5.994414
615.000026,6.020023,6.125599,5.997446
615.500026,6.026284,6.130670,6.001873
616.000026,6.032928,6.138555,6.009281
616.500026,6.041272,6.147700,6.017953
617.000026,6.047096,6.155581,6.025400
617.500026,6.052532,6.160839,6.030175
618.000026,6.057436,6.165380,6.034074
618.500026,6.064441,6.172047,6.040198
619.000026,6.071776,6.180295,6.047721
619.500026,6.076935,6.187560,6.054586
620.000026,6.082250,6.192723,6.059189
620.500026,6.085005,6.196345,6.062344
621.000026,6.089499,6.199778,6.065354
621.500026,6.093211,6.203848,6.069064
622.000026,6.097636,6.208436,6.073400
622.500026,6.100348,6.212755,6.077386
623.000026,6.102830,6.215913,6.080233
623.500026,6.104135,6.218062,6.082111
624.000026,6.105899,6.219465,6.083255
624.500026,6.107652,6.220987,6.084661
625.000026,6.110484,6.223442,6.086928
625.500026,6.112707,6.226665,6.090019
626.000026,6.115307,6.230287,6.093317
626.500026,6.117668,6.233712,6.096410
627.000026,6.122376,6.238189,6.100385
627.500026,6.127984,6.244423,6.106098
628.000026,6.135235,6.252261,6.113258
628.500026,6.142133,6.260507,6.120885
629.000026,6.149348,6.268308,6.128028
629.500026,6.156991,6.275754,6.134846
630.000026,6.164931,6.283725,6.142025
630.500026,6.174031,6.292149,6.149561
631.000026,6.180579,6.300234,6.156841
631.500026,6.186177,6.306241,6.162308
632.000026,6.187866,6.310938,6.166571
632.500026,6.191762,6.315567,6.170743
633.000026,6.196858,6.321306,6.176005
633.500026,6.203344,6.326458,6.180627
634.000026,6.207397,6.330797,6.184450
634.500026,6.209414,6.333291,6.186413
635.000026,6.211486,6.335377,6.188166
635.500026,6.213696,6.337341,6.189920
636.000026,6.217771,6.340562,6.192918
636.500026,6.221235,6.343887,6.195994
637.000026,6.224033,6.346884,6.198686
637.500026,6.224190,6.348879,6.200371
638.000026,6.225715,6.351756,6.202963
638.500026,6.227105,6.354195,6.205064
639.000026,6.230708,6.358213,6.208774
639.500026,6.233325,6.361538,6.211789
640.000026,6.237046,6.365300,6.215159
640.500026,6.239815,6.368438,6.217980
641.000026,6.243544,6.371891,6.220907
641.500026,6.247333,6.376273,6.224826
642.000026,6.253400,6.381586,6.229440
642.500026,6.259583,6.388958,6.236174
643.000026,6.268168,6.398518,6.245040
643.500026,6.276858,6.409225,6.255035
644.000026,6.281284,6.414644,6.259693
644.500026,6.284757,6.417605,6.261929
645.000026,6.287413,6.420499,6.264065
645.500026,6.291130,6.428567,6.271659
646.000026,,6.436756,6.279332
646.500026,6.307499,6.440734,6.282986
647.000026,6.308099,6.443055,6.284824
647.500026,6.309181,6.444240,6.285510
648.000026,6.313117,6.448319,6.289106
648.500026,6.314513,6.449996,6.290414
649.000026,6.315737,6.452754,6.292860
649.500026,6.316327,6.454726,6.294385
650.000026,6.319726,6.458624,6.297739
650.500026,6.324268,6.462441,6.301090
651.000026,6.328324,6.466618,6.304772
651.500026,6.334272,6.471883,6.309511
652.000026,6.338374,6.477686,6.314803
652.500026,6.344931,6.484454,6.320989
653.000026,6.350425,6.491059,6.326968
653.500026,6.355435,6.497735,6.332930
654.000026,6.360538,6.504082,6.338375
654.500026,6.364915,6.510357,6.343707
655.000026,6.372479,6.516855,6.349257
655.500026,6.377848,6.522548,6.354317
656.000026,6.383046,6.527477,6.358624
656.500026,6.386342,6.531406,6.361938
657.000026,6.390207,6.535858,6.365624
657.500026,6.392395,6.540736,6.369846
658.000026,6.394968,6.545878,6.374299
658.500026,6.397709,6.549915,6.377807
659.000026,6.401300,6.552945,6.380252
659.500026,6.403899,6.554872,6.381777
660.000026,6.406589,6.556582,6.383190
660.500026,6.408378,6.558375,6.384714
661.000026,6.410686,6.560742,6.386756
661.500026,6.411569,6.563213,6.388859
662.000026,6.412193,6.563889,6.389679
662.500026,6.416176,6.567002,6.392311
663.000026,6.417625,6.571681,6.396553
663.500026,,6.579092,6.402803
664.000026,6.432572,6.585497,6.408391
664.500026,6.434538,6.591553,6.413432
665.000026,6.439835,6.597101,6.417914
665.500026,6.447676,6.604605,6.424387
666.000026,6.456792,6.613869,6.432492
666.500026,6.465343,6.624265,6.441775
667.000026,6.471104,6.632436,6.448799
667.500026,6.475438,6.637486,6.452735
668.000026,6.478665,6.641589,6.455860
668.500026,6.483996,6.646394,6.459673
669.000026,6.489294,6.652591,6.464945
669.500026,6.495134,6.658808,6.470149
670.000026,6.498484,6.663289,6.473851
670.500026,6.501663,6.666352,6.476111
671.000026,6.503757,6.668858,6.478041
671.500026,6.505872,6.671510,6.480144
672.000026,6.507775,6.674288,6.482591
672.500026,6.510419,6.676937,6.484797
673.000026,6.512905,6.679354,6.486838
673.500026,6.515855,6.682023,6.489059
674.000026,6.517675,6.685124,6.491771
674.500026,6.520352,6.688307,6.494467
675.000026,6.522935,6.692265,6.497759
675.500026,6.527589,6.697405,6.502020
676.000026,6.533750,6.703945,6.507543
676.500026,6.540884,6.711650,6.514085
677.000026,6.547419,6.719917,6.521190
677.500026,6.553922,6.728004,6.527904
678.000026,6.558958,6.735269,6.533768
678.500026,6.564005,6.742177,6.539214
679.000026,6.567918,6.748896,6.544349
679.500026,6.574687,6.755615,6.549736
680.000026,6.580670,6.761452,6.554347
680.500026,6.586863,6.766746,6.558721
681.000026,6.590114,6.771630,6.562552
681.500026,6.593780,6.776958,6.566918
682.000026,6.598173,6.781337,6.570365
682.500026,6.600628,6.784507,6.572834
683.000026,6.602572,6.786305,6.573814
683.500026,6.603845,6.788670,6.575505
684.000026,6.606744,6.791354,6.577549
684.500026,6.608099,6.794115,6.579790
685.000026,6.607355,6.796021,6.581154
685.500026,6.608546,6.797796,6.582325
686.000026,6.609262,6.800164,6.584164
686.500026,6.612976,6.803173,6.586600
687.000026,6.616181,6.807072,6.589843
687.500026,6.622533,6.812214,6.594076
688.000026,6.629059,6.819175,6.599925
688.500026,6.635779,6.827073,6.606674
689.000026,6.640769,6.835376,6.613649
689.500026,6.646142,6.842545,6.619448
690.000026,6.651655,6.849368,6.624572
690.500026,6.658864,6.856122,6.629646
691.000026,6.666938,6.865303,6.637066
691.500026,6.673140,6.872972,6.643113
692.000026,6.677185,6.878245,6.646797
692.500026,6.678311,6.881217,6.648583
693.000026,6.679937,6.884465,6.650636
693.500026,6.683521,6.889085,6.654078
694.000026,6.687599,6.894475,6.658266
694.500026,6.692509,6.899868,6.662550
695.000026,6.695476,6.903715,6.665509
695.500026,6.697279,6.905989,6.666878
696.000026,6.697605,6.907874,6.668043
696.500026,6.698795,6.909906,6.669316
697.000026,6.701520,6.912260,6.671013
697.500026,6.704001,6.914597,6.672632
698.000026,6.706237,6.917537,6.674900
698.500026,6.708614,6.920659,6.677216
699.000026,6.711343,6.923971,6.679762
699.500026,6.714355,6.927614,6.682602
700.000026,6.717306,6.932154,6.686183
700.500026,6.722691,6.938914,6.691750
701.000026,6.726885,6.946503,6.697808
701.500026,6.733792,6.954512,6.704017
702.000026,6.740225,6.962596,6.710261
702.500026,6.748926,6.971004,6.716699
703.000026,6.754998,6.978720,6.722421
703.500026,6.760592,6.985584,6.727093
704.000026,6.764982,6.991271,6.730733
704.500026,6.768319,6.997089,6.734661
705.000026,6.769585,7.002494,6.738372
705.500026,6.773651,7.008229,6.742456
706.000026,6.777347,7.013524,6.746220
706.500026,6.781387,7.017932,6.749154
707.000026,6.783829,7.022260,6.752150
707.500026,6.787260,7.026103,6.754765
708.000026,6.790883,7.029772,6.757279
708.500026,6.792411,7.032183,6.758712
709.000026,6.793632,7.034338,6.759786
709.500026,6.795120,7.037173,6.761606
710.000026,6.798076,7.041128,6.764550
710.500026,6.801154,7.045301,6.767713
711.000026,6.804473,7.049883,6.771296
711.500026,6.807912,7.054584,6.774866
712.000026,6.812322,7.060324,6.779228
712.500026,6.817338,7.066723,6.783762
713.000026,6.823686,7.074538,6.789298
713.500026,6.829295,7.082793,6.795071
714.000026,6.834936,7.090822,6.800582
714.500026,6.839584,7.097948,6.805066
715.000026,6.843048,7.105181,6.809595
715.500026,6.845645,7.112520,6.814375
716.000026,6.849444,7.119510,6.819055
716.500026,6.853459,7.125278,6.822638
717.000026,6.858311,7.129988,6.825334
717.500026,6.861469,7.134994,6.828392
718.000026,6.864798,7.140207,6.831842
718.500026,6.867137,7.145110,6.835049
719.000026,6.868029,7.148536,6.836986
719.500026,6.868600,7.150589,6.837660
720.000026,6.868973,7.152171,6.837877
720.500026,6.870069,7.154305,6.838829
721.000026,6.872264,7.157147,6.840630
721.500026,6.874473,7.160067,6.842619
722.000026,6.877844,7.163338,6.844889
722.500026,6.878376,7.165896,6.846443
723.000026,6.878989,7.168880,6.848298
723.500026,6.881451,7.173088,6.851342
724.000026,6.887048,7.178649,6.855541
724.500026,6.892599,7.184632,6.860057
725.000026,6.896861,7.190474,6.863838
725.500026,6.901196,7.197808,6.868540
726.000026,6.908299,7.208114,6.875923
726.500026,6.914008,7.217658,6.882441
727.000026,6.917659,7.225638,6.887384
727.500026,6.918448,7.230866,6.889118
728.000026,6.921133,7.236920,6.891632
728.500026,6.924501,7.243814,6.895129
729.000026,6.928464,7.250825,6.899335
729.500026,6.931183,7.257771,6.903699
730.000026,6.937577,7.264556,6.907978
730.500026,6.942524,7.269964,6.910796
731.000026,6.943678,7.273554,6.912028
731.500026,6.943964,7.275976,6.912404
732.000026,6.944383,7.278962,6.913672
732.500026,6.946576,7.281245,6.914301
733.000026,6.948212,7.285335,6.916899
733.500026,6.950727,7.289497,6.919641
734.000026,6.953342,7.293495,6.922295
734.500026,6.954674,7.296170,6.923622
735.000026,6.956887,7.298781,6.924723
735.500026,6.959633,7.303349,6.927641
736.000026,6.964048,7.309892,6.932009
736.500026,6.968985,7.318237,6.937760
737.000026,6.973185,7.326935,6.943230
737.500026,6.977740,7.336654,6.949401
738.000026,6.984696,7.347360,6.956013
738.500026,6.992266,7.358603,6.962724
739.000026,6.998900,7.367868,6.967174
739.500026,7.002186,7.375778,6.970413
740.000026,7.006355,7.383884,6.974412
740.500026,7.009633,7.391698,6.978502
741.000026,7.012560,7.399031,6.982292
741.500026,7.014995,7.405196,6.985034
742.000026,7.016792,7.410751,6.987403
742.500026,7.016933,7.415538,6.989364
743.000026,7.018289,7.420151,6.991364
743.500026,7.018242,7.424271,6.993065
744.000026,7.019612,7.428419,6.994926
744.500026,7.019979,7.432806,6.997084
745.000026,7.023062,7.437333,6.999363
745.500026,7.025519,7.441580,7.001431
746.000026,7.025788,7.444364,7.002229
746.500026,7.025157,7.446343,7.002457
747.000026,7.024517,7.448547,7.003087
747.500026,7.025404,7.451107,7.004143
748.000026,7.025462,7.453703,7.005426
748.500026,7.026613,7.455530,7.006003
749.000026,7.027891,7.457592,7.006753
749.500026,7.029790,7.460413,7.008082
750.000026,7.031679,7.464156,7.010203
750.500026,7.034397,7.468695,7.012955
751.000026,7.038230,7.474270,7.016252
751.500026,7.042503,7.482046,7.021020
752.000026,7.047065,7.491720,7.026660
752.500026,7.049493,7.502704,7.032353
753.000026,7.052006,7.514444,7.037363
753.500026,7.053097,7.526966,7.041078
754.000026,7.050614,7.541520,7.044150
754.500026,7.048653,7.548879,7.045223
755.000026,,,
755.500026,,11.654491,1.996670
756.000026,1.903566,11.673065,2.005742
756.500026,1.900416,11.695692,2.007175
757.000026,1.901256,11.725647,2.007323
757.500026,1.894405,11.745908,2.000734
758.000026,1.898539,11.769958,2.003933
758.500026,1.903037,11.790149,2.008767
759.000026,1.903561,11.803215,2.010002
759.500026,1.900550,11.808925,2.006698
760.000026,1.896141,11.809930,2.003405
760.500026,1.893655,11.810397,2.001299
761.000026,1.895091,11.812584,2.002399
761.500026,1.898753,11.816755,2.005262
762.000026,1.901354,11.819131,2.007319
762.500026,1.898618,11.817916,2.006344
763.000026,1.894803,11.814408,2.003448
763.500026,1.891959,11.812251,2.001334
